A,5.580000,0.030000,3242213583,10350,80.387176
AU,0.440000,0.030000,5424205129,10287,22.769696
BC,36.110000,-60.970000,463120046,10309,78.611270
F,0.080000,0.030000,38576098226,10317,24.780359
GE,0.080000,0.030000,61598544738,10362,27.540490
M,1.030000,-0.080000,26758921474,10315,52.055850
QTM,2.170000,0.040000,152088103,10307,17.078007
R,18.570000,0.040000,238389556,10344,93.158347
S,0.130000,0.040000,9094917894,10336,21.336600
T,0.200000,0.030000,32484957938,10209,48.071202
